DAYS_ACTIVE,TOTAL_CONTRACTS_INTERACTED_WITH,TOTAL_LP_POOLS,LENDING_DEPOSIT_TX_COUNT,BORROW_TX_COUNT,AGE_IN_WEEKS,GOVERNANCE_VOTE_COUNT,TX_PER_WK,AVG_TX_VALUE_USD,TOTAL_STAKED,TOTAL_STAKED_ALLTIME,TOTAL_STABLECOINS_SENT,TOTAL_SENT_TO_CONTRACTS,TOTAL_LP_USD,LENDING_DEPOSIT_VOLUME,BORROW_VOLUME,TOTAL_STABLECOIN_SWAPPED_OUT,TOTAL_NON_STABLECOIN_SWAPPED_OUT,TOTAL_FLOW_USD,TOTAL_FLOW_STABLECOINS,TOTAL_FLOW_AVAX
0.2376878300480383,0.13092091700093442,0.22187177815006423,0.28434774044658445,0.40373424797583357,0.23680937283807796,-0.0902663594275097,0.06791110513589035,0.24232674655464045,0.4559705569362991,1.0,0.2797439433306189,0.44904778346209084,0.44255731748557187,0.548519650987526,0.608381054626015,0.265675869912427,0.46352480474400115,-0.030587844828457805,0.026968379200916753,0.05138475664424973
0.17776931791445064,-0.006262677812413651,0.35149152560113966,0.17508630036647202,0.40980998859486445,0.04136576174853767,0.11397988357431028,-0.05022444806585965,0.13643776577278816,0.05278035978152341,0.2797439433306189,1.0,0.009581146523424051,0.5406850407050205,0.7205301326072004,0.8806251973941516,0.7289340565961665,0.24538216882723715,0.009422651266856227,0.017807358008489208,0.02967544048100489
0.33323868251142497,0.05120676950143385,0.4395391721306452,0.1830430139393832,0.4435440300143417,0.2606844587459176,0.040803526723237636,0.1726910387185337,0.07123576774345951,0.23334676456801395,0.44904778346209084,0.009581146523424051,1.0,0.8721317385100743,0.8200089798312944,0.9160024935046553,0.575663152271935,0.7046592023643944,0.008458454355671158,0.028571421964495174,0.025913644058290292
0.39534889137878976,0.051959895961457996,0.48180287048105847,0.19108654128020067,0.4407266561628281,0.192377783245325,-0.028814742883406817,0.15405347194325658,0.17154382316007452,0.13045371179138335,0.44255731748557187,0.5406850407050205,0.8721317385100743,1.0,0.687680691320279,0.7888755025765475,0.6546405542922406,0.7810256624276853,0.039346835322153634,0.06635345209761843,0.03848189850480785
0.2707216405385288,0.1284531401383617,0.2939879043813765,0.21696732912594927,0.42748852786526514,0.22743227632659702,0.07275822600003158,0.17189096343524402,0.3287154520735522,0.030052630854882235,0.548519650987526,0.7205301326072004,0.8200089798312944,0.687680691320279,1.0,0.9616702105034725,0.5616320951478152,0.44823358215769904,0.03055828185091288,0.10025444690361332,-0.09002987750331531
0.37328289965895467,0.19943491287447898,0.3494083679367149,0.3740739902963531,0.48134202135478593,0.3539633429216561,0.14812245535502122,0.1775920610729408,0.32784914278241056,0.03506827147539132,0.608381054626015,0.8806251973941516,0.9160024935046553,0.7888755025765475,0.9616702105034725,1.0,0.6750746906868371,0.6603440815097082,0.0296203193529799,-0.0633110218742173,-0.11306886662940724
0.30080252008673086,0.013899227616806587,0.4659340653361162,0.17946250173550765,0.3964885955195356,0.19383291888917617,0.007923095920957102,0.06438123218756102,0.14757048735266884,0.1714350964940455,0.265675869912427,0.7289340565961665,0.575663152271935,0.6546405542922406,0.5616320951478152,0.6750746906868371,1.0,0.31299619674250606,0.039976880191060854,0.052772388668119466,0.03512076341253888
0.38589440056009355,0.056117508972052886,0.4658439929434461,0.16687689153736104,0.43506198230985915,0.13290401626094392,0.00763341085829974,0.1388296399569663,0.08591351448594314,0.19598728098652124,0.46352480474400115,0.24538216882723715,0.7046592023643944,0.7810256624276853,0.44823358215769904,0.6603440815097082,0.31299619674250606,1.0,0.027293992021717773,0.05195502256230711,0.035238368522405195
0.011679221821655492,0.02541853583449329,0.07302891220167756,0.008168402488417468,0.010491797941608578,-0.015776882366845806,0.02776760311013749,0.06394463176520537,0.2103821479417722,-0.002971120259643392,-0.030587844828457805,0.009422651266856227,0.008458454355671158,0.039346835322153634,0.03055828185091288,0.0296203193529799,0.039976880191060854,0.027293992021717773,1.0,0.16847611087111933,0.01283582685060582
0.013031758796985812,0.007412399832276072,0.03224623750162278,0.00579114894127258,-0.04402362704590985,-0.003148443588310334,-0.04274410968366011,0.008689361477029861,-0.021142951888837812,0.008894693071481994,0.026968379200916753,0.017807358008489208,0.028571421964495174,0.06635345209761843,0.10025444690361332,-0.0633110218742173,0.052772388668119466,0.05195502256230711,0.16847611087111933,1.0,0.041362199063137726
0.011340601580645662,0.0012710054439064441,0.017107332642102006,0.0024704436463309862,0.0040538182347307885,0.026209362936906785,-0.022366388475893915,0.005287163226736895,0.21381604378141036,-0.004881699174581992,0.05138475664424973,0.02967544048100489,0.025913644058290292,0.03848189850480785,-0.09002987750331531,-0.11306886662940724,0.03512076341253888,0.035238368522405195,0.01283582685060582,0.041362199063137726,1.0
